progenetix	NCIT:C102872	Pharyngeal Squamous Cell Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C11.9	Nasopharynx, NOS	C13;Carcinoma
progenetix	NCIT:C127072	Uterine Corpus Malignant PEComa	pgx:icdom-88043	Epithelioid sarcoma	pgx:icdot-C54.9	Corpus uteri	Uterine Perivascular Epithelioid Cell Tumor
progenetix	NCIT:C129327	Anaplastic Pleomorphic Xanthoastrocytoma	pgx:icdom-94243	Pleomorphic xanthoastrocytoma	pgx:icdot-C71.9	Brain, NOS	Anaplastic Pleomorphic Xanthoastrocytoma
progenetix	NCIT:C129526	Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma	pgx:icdom-88150	Solitary fibrous tumor	pgx:icdot-C72.9	Nervous system, NOS	Solitary Fibrous Tumor of the Central Nervous System
progenetix	NCIT:C129857	Gingival Squamous Cell Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C03.0	Upper gum	Primary Tumor
progenetix	NCIT:C129857	Gingival Squamous Cell Carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C03.9	Gum, NOS	Head and Neck carcinoma [cell line UT-SCC-46]
progenetix	NCIT:C131911	Burkitt-Like Lymphoma with 11q Aberration	pgx:icdom-96873	Burkitt lymphoma, NOS	pgx:icdot-C77.9	Lymph node, NOS	Burkitt-Like Lymphoma with 11q Aberration
progenetix	NCIT:C132067	Low Grade Glioma	pgx:icdom-93803	Glioma, malignant	pgx:icdot-C71.9	Brain, NOS	Low-Grade Glioma, NOS
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C06.9	Mouth, NOS	Buccal Cell Normal
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C08.9	Major salivary gland, NOS	normal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C09.9	Tonsil, NOS	normal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C10.9	Oropharynx, NOS	transformed cell line SVpgC2a-FOXM1B
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C11.9	Nasopharynx, NOS	hybrid cell line CNE-1
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C14.0	Pharynx, NOS	Head and neck squamous cell carcinoma [mucosa 1cm from tumor: D1]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C15.9	Esophagus, NOS	Intestinal metaplasia in Barrett esophagus
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C16.9	Stomach, NOS	Metaplasia of the cardia
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C17.9	Small intestine, NOS	normal tissue [GI tract mixed cells]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C18.9	Colon, NOS	blood
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C20.9	Rectum, NOS	normal tissue [rectum]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C22.0	Liver	hepatic dysplasia [virus: HBV]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C24.9	Biliary tract, NOS	normal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C25.9	Pancreas, NOS	normal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C34.9	Lung, NOS	Lung [cell line WI-38]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C42.0	Blood	Blood Derived Normal
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C42.1	Bone marrow	Bone Marrow Normal
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C42.2	Spleen	normal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C42.4	Hematopoietic system, NOS	germline analysis
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C44.4	Skin of scalp and neck	Normal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C44.9	Skin, NOS	LPP
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Transformed cell line UE6E7T-2
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C50.9	Breast, NOS	Transformed cell line 184A1
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C53.9	Cervix uteri	normal cervix epithelium
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C55.9	Uterus, NOS	Normal endometrium
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C56.9	Ovary	normal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C58.9	Placenta	normal tissue [placenta]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C61.9	Prostate gland	transformed cell line CA-HPV-10
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C62.9	Testis, NOS	normal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C64.9	Kidney, NOS	non cancer
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C67.0	Trigone of bladder	Bladder biopsy [Brunn nest]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C71.9	Brain, NOS	Normal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C73.9	Thyroid gland	normal
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C75.0	Parathyroid gland	parathyroid hyperplasia
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C76.9	ill-defined	Colorectal tissue
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C77.9	Lymph node, NOS	T-cell lymphoblastic lymphoma  [remission, bone marrow]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-00000	not in ICD-O (e.g. non-neoplastic tissue or reference)	pgx:icdot-C80.9	Unknown primary site	Solid Tissue Normal
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-80770	Squamous intraepithelial neoplasia, low grade	pgx:icdot-C14.0	Pharynx, NOS	Head and neck squamous cell carcinoma [mucosa 1cm from tumor: moderate dysplasia]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-80770	Squamous intraepithelial neoplasia, low grade	pgx:icdot-C15.9	Esophagus, NOS	Barett's esophagus [low-grade dysplasia]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-80772	Squamous intraepithelial neoplasia, high grade	pgx:icdot-C14.0	Pharynx, NOS	Head and neck squamous cell carcinoma [mucosa 1cm from tumor: severe dysplasia]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-80772	Squamous intraepithelial neoplasia, high grade	pgx:icdot-C15.9	Esophagus, NOS	Barett's esophagus [high-grade dysplasia]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-81482	Glandular intraepithelial neoplasia, high grade	pgx:icdot-C16.9	Stomach, NOS	High grade dysplasia [cardia]
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-85073	None	pgx:icdot-C34.1	Upper lobe, lung	Primary Tumor
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-85073	None	pgx:icdot-C34.3	Lower lobe, lung	Primary Tumor
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-85073	None	pgx:icdot-C50.9	Breast, NOS	Primary Tumor
progenetix	NCIT:C132256	Unspecified Tissue	pgx:icdom-85211	Ductular carcinoma, borderline malignancy	pgx:icdot-C38.1	Anterior mediastinum	Primary Tumor
progenetix	NCIT:C133187	Mucosal Melanoma of the Head and Neck	pgx:icdom-87463	Mucosal lentiginous melanoma	pgx:icdot-C76.0	Head, face or neck, NOS	Head and Neck Mucosal Melanoma
progenetix	NCIT:C150206	Metastatic Oral Cavity Squamous Cell Carcinoma	pgx:icdom-80706	Squamous cell carcinoma, metastatic, NOS	pgx:icdot-C02.9	Tongue, NOS	oral squamous cell carcinoma tumor [tongue, Stage: 1, metastasis: lymph node]
progenetix	NCIT:C150206	Metastatic Oral Cavity Squamous Cell Carcinoma	pgx:icdom-80706	Squamous cell carcinoma, metastatic, NOS	pgx:icdot-C03.0	Upper gum	oral squamous cell carcinoma tumor [upper gingiva, Stage: 2, metastasis: lymph node]
progenetix	NCIT:C150738	Metastatic Gastrointestinal Stromal Tumor	pgx:icdom-89363	Gastrointestinal stromal sarcoma	pgx:icdot-C17.9	Small intestine, NOS	gastrointestinal stroma tumor [Malignant, metastasized]
progenetix	NCIT:C150738	Metastatic Gastrointestinal Stromal Tumor	pgx:icdom-89363	Gastrointestinal stromal sarcoma	pgx:icdot-C56.9	Ovary	gastrointestinal stromal tumor [malignant, metastasis]
progenetix	NCIT:C150738	Metastatic Gastrointestinal Stromal Tumor	pgx:icdom-89363	Gastrointestinal stromal sarcoma	pgx:icdot-C76.2	Abdomen, NOS	gastrointestinal stromal tumor [malignant, metastasis]
progenetix	NCIT:C153238	Metastatic Breast Carcinoma	pgx:icdom-80106	Carcinoma, metastatic, NOS	pgx:icdot-C50.9	Breast, NOS	metastatic breast cancer
progenetix	NCIT:C154091	metastatic hepatocellular carcinoma	pgx:icdom-80106	Carcinoma, metastatic, NOS	pgx:icdot-C22.0	Liver	metastatic hepatocellular carcinoma
progenetix	NCIT:C154473	Melanoma of Unknown Primary	pgx:icdom-87203	Malignant melanoma, NOS	pgx:icdot-C80.9	Unknown primary site	Melanoma of Unknown Primary
progenetix	NCIT:C155948	Spinal Hemangioblastoma	pgx:icdom-91611	Hemangioblastoma	pgx:icdot-C72.0	Spinal cord	hemangioblastoma [sporadic]
progenetix	NCIT:C156097	Metastatic Colon Carcinoma	pgx:icdom-80106	Carcinoma, metastatic, NOS	pgx:icdot-C18.0	Cecum	metastatic colon cancer
progenetix	NCIT:C156097	Metastatic Colon Carcinoma	pgx:icdom-80106	Carcinoma, metastatic, NOS	pgx:icdot-C18.4	Transverse colon	metastatic colon cancer
progenetix	NCIT:C156097	Metastatic Colon Carcinoma	pgx:icdom-80106	Carcinoma, metastatic, NOS	pgx:icdot-C18.7	Sigmoid colon	metastatic colon cancer
progenetix	NCIT:C156488	Metastatic Pancreatic Neuroendocrine Tumor	pgx:icdom-81553	Vipoma, malignant	pgx:icdot-C25.9	Pancreas, NOS	endocrine pancreatic tumor [VIPoma, metastasizing, metastasis]
progenetix	NCIT:C156767	Basal Cell Carcinoma	pgx:icdom-80903	Basal cell carcinoma, NOS	pgx:icdot-C44.9	Skin, NOS	Basal Cell Carcinoma
progenetix	NCIT:C157575	Anal Intraepithelial Neoplasia	pgx:icdom-80772	Squamous intraepithelial neoplasia, high grade	pgx:icdot-C21.9	anal canal and anus	anal intraepithelial neoplasia
progenetix	NCIT:C158912	Prostate Neuroendocrine Carcinoma	pgx:icdom-82463	Neuroendocrine carcinoma, NOS	pgx:icdot-C61.9	Prostate gland	Prostate Neuroendocrine Carcinoma
progenetix	NCIT:C159209	Kidney Leiomyoma	pgx:icdom-88910	Epithelioid leiomyoma	pgx:icdot-C64.9	Kidney, NOS	leiomyoblastoma [cell line G-402]
progenetix	NCIT:C159665	Urethral Melanoma	pgx:icdom-87203	Malignant melanoma, NOS	pgx:icdot-C68.0	Urethra	Mucosal Melanoma of the Urethra
progenetix	NCIT:C160976	Sinonasal Adenocarcinoma	pgx:icdom-81403	Adenocarcinoma, NOS	pgx:icdot-C30.0	Nasal cavity	Sinonasal Adenocarcinoma
progenetix	NCIT:C160980	Head and Neck Neuroendocrine Carcinoma	pgx:icdom-82463	Neuroendocrine carcinoma, NOS	pgx:icdot-C76.0	Head, face or neck, NOS	Head and Neck Neuroendocrine Carcinoma
progenetix	NCIT:C163975	Neuroendocrine Carcinoma of Unknown Primary	pgx:icdom-82463	Neuroendocrine carcinoma, NOS	pgx:icdot-C80.9	Unknown primary site	Neuroendocrine Carcinoma, NOS
progenetix	NCIT:C165485	Lichen Planus-Like Keratosis	pgx:icdom-80710	Squamous cell keratosis, NOS	pgx:icdot-C44.9	Skin, NOS	Solar keratosis
progenetix	NCIT:C165497	Spitz Melanoma	pgx:icdom-87203	Malignant melanoma, NOS	pgx:icdot-C44.9	Skin, NOS	spitzoid melanoma of childhood
progenetix	NCIT:C167368	Adnexal Secretory Carcinoma	pgx:icdom-80103	Carcinoma, NOS	pgx:icdot-C08.9	Major salivary gland, NOS	Mammary Analogue Secretory Carcinoma of Salivary Gland Origin
progenetix	NCIT:C171028	Tongue Adenoid Cystic Carcinoma	pgx:icdom-82003	Adenoid cystic carcinoma	pgx:icdot-C02.9	Tongue, NOS	adenoid cystic carcinoma
progenetix	NCIT:C171032	Ovarian Neuroendocrine Carcinoma	pgx:icdom-82463	Neuroendocrine carcinoma, NOS	pgx:icdot-C56.9	Ovary	High-Grade Neuroendocrine Carcinoma of the Ovary
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C01.9	Base of tongue, NOS	Mucinous adenocarcinoma [right ventral surface of the tongue]
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C15.5	Lower third of esophagus	Primary Tumor
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C17.9	Small intestine, NOS	Adenocarcinoma [small intestine, sporadic]
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C25.0	Head of pancreas	Primary Tumor
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C34.1	Upper lobe, lung	Primary Tumor
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C34.3	Lower lobe, lung	Primary Tumor
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Mucinous adenocarcinoma [right palate]
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C50.9	Breast, NOS	Mucinous adenocarcinoma
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C53.9	Cervix uteri	Mucinous Carcinoma
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C61.9	Prostate gland	Primary Tumor
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C77.9	Lymph node, NOS	Mucinous adenocarcinoma [metastasis, left jugulodigastric]
progenetix	NCIT:C26712	Mucinous Adenocarcinoma	pgx:icdom-84803	Mucinous adenocarcinoma	pgx:icdot-C80.9	Unknown primary site	Primary Tumor
progenetix	NCIT:C26749	VIP-Producing Neuroendocrine Tumor	pgx:icdom-81553	Vipoma, malignant	pgx:icdot-C25.9	Pancreas, NOS	endocrine pancreatic tumor [Vipoma]
progenetix	NCIT:C27004	Sarcomatoid Carcinoma	pgx:icdom-80323	Spindle cell carcinoma, NOS	pgx:icdot-C38.4	Pleura, NOS	Spindle-cell carcinoma
progenetix	NCIT:C27004	Sarcomatoid Carcinoma	pgx:icdom-80333	Pseudosarcomatous carcinoma	pgx:icdot-C34.9	Lung, NOS	sarcomatoid carcinoma [lung]
progenetix	NCIT:C27004	Sarcomatoid Carcinoma	pgx:icdom-80333	Pseudosarcomatous carcinoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Sarcomatoid carcinoma
progenetix	NCIT:C27007	Spitz Nevus	pgx:icdom-87700	Epithelioid and spindle cell nevus	pgx:icdot-C44.9	Skin, NOS	atypical Spitz tumor [ankle]
progenetix	NCIT:C27007	Spitz Nevus	pgx:icdom-87720	Spindle cell nevus, NOS	pgx:icdot-C34.3	Lower lobe, lung	Metastatic
progenetix	NCIT:C27080	Refractory Anemia with Excess Blasts in Transformation	pgx:icdom-99843	Refractory anemia with excess blasts in transformation	pgx:icdot-C42.1	Bone marrow	Refractory anemia with excess blasts in transformation [RAEBT, secondary]
progenetix	NCIT:C27084	Sarcomatoid Squamous Cell Carcinoma	pgx:icdom-80743	Squamous cell carcinoma, spindle cell	pgx:icdot-C01.9	Base of tongue, NOS	Primary Tumor
progenetix	NCIT:C27093	Stage 0 Squamous Cell Carcinoma	pgx:icdom-80702	Squamous cell carcinoma in situ, NOS	pgx:icdot-C06.9	Mouth, NOS	carcinoma in situ [oral]
progenetix	NCIT:C27093	Stage 0 Squamous Cell Carcinoma	pgx:icdom-80702	Squamous cell carcinoma in situ, NOS	pgx:icdot-C14.0	Pharynx, NOS	Head and neck squamous cell carcinoma [mucosa 1cm from tumor: CIS]
progenetix	NCIT:C27093	Stage 0 Squamous Cell Carcinoma	pgx:icdom-80702	Squamous cell carcinoma in situ, NOS	pgx:icdot-C34.9	Lung, NOS	Lung precursor metaplasia
progenetix	NCIT:C27093	Stage 0 Squamous Cell Carcinoma	pgx:icdom-80702	Squamous cell carcinoma in situ, NOS	pgx:icdot-C51.9	Vulva, NOS	Squamous cell carcinoma in situ
progenetix	NCIT:C27096	Undifferentiated (Embryonal) Sarcoma	pgx:icdom-88053	Undifferentiated sarcoma	pgx:icdot-C48.0	Retroperitoneum	Primary Tumor
progenetix	NCIT:C27096	Undifferentiated (Embryonal) Sarcoma	pgx:icdom-88053	Undifferentiated sarcoma	pgx:icdot-C49.0	Connective, subcutaneous and other soft tissues of head, face, and neck	Primary Tumor
progenetix	NCIT:C27096	Undifferentiated (Embryonal) Sarcoma	pgx:icdom-88053	Undifferentiated sarcoma	pgx:icdot-C49.1	Connective, subcutaneous and other soft tissues of upper limb and shoulder	Primary Tumor
progenetix	NCIT:C27096	Undifferentiated (Embryonal) Sarcoma	pgx:icdom-88053	Undifferentiated sarcoma	pgx:icdot-C49.2	Connective, subcutaneous and other soft tissues of lower limb and hip	Primary Tumor
progenetix	NCIT:C27096	Undifferentiated (Embryonal) Sarcoma	pgx:icdom-88053	Undifferentiated sarcoma	pgx:icdot-C49.3	Connective, subcutaneous and other soft tissues of thorax	Primary Tumor
progenetix	NCIT:C27096	Undifferentiated (Embryonal) Sarcoma	pgx:icdom-88053	Undifferentiated sarcoma	pgx:icdot-C49.5	Connective, subcutaneous and other soft tissues of pelvis	Primary Tumor
progenetix	NCIT:C27096	Undifferentiated (Embryonal) Sarcoma	pgx:icdom-88053	Undifferentiated sarcoma	pgx:icdot-C49.6	Connective, subcutaneous and other soft tissues of trunk NOS	Primary Tumor
progenetix	NCIT:C27096	Undifferentiated (Embryonal) Sarcoma	pgx:icdom-88053	Undifferentiated sarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Pediatric undifferentiated sarcoma [head and neck]
progenetix	NCIT:C27096	Undifferentiated (Embryonal) Sarcoma	pgx:icdom-89913	Embryonal sarcoma	pgx:icdot-C22.0	Liver	embryonal sarcoma [liver, undifferentiated]
progenetix	NCIT:C27243	High Risk Gastrointestinal Stromal Tumor	pgx:icdom-89363	Gastrointestinal stromal sarcoma	pgx:icdot-C16.9	Stomach, NOS	Gastrointestinal Stromal Tumor
progenetix	NCIT:C27243	High Risk Gastrointestinal Stromal Tumor	pgx:icdom-89363	Gastrointestinal stromal sarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Gastrointestinal stroma tumor [high risk]
progenetix	NCIT:C27243	High Risk Gastrointestinal Stromal Tumor	pgx:icdom-89363	Gastrointestinal stromal sarcoma	pgx:icdot-C56.9	Ovary	gastrointestinal stromal tumor, high biological potential
progenetix	NCIT:C27243	High Risk Gastrointestinal Stromal Tumor	pgx:icdom-89363	Gastrointestinal stromal sarcoma	pgx:icdot-C76.2	Abdomen, NOS	gastrointestinal stromal tumor, high biological potential
progenetix	NCIT:C27275	High Grade Anal Canal Squamous Intraepithelial Neoplasia	pgx:icdom-80772	Squamous intraepithelial neoplasia, high grade	pgx:icdot-C21.9	anal canal and anus	anal intraepithelial neoplasia
progenetix	NCIT:C27350	Myeloproliferative Neoplasm, Unclassifiable	pgx:icdom-99613	Primary myelofibrosis	pgx:icdot-C42.1	Bone marrow	accelerated phase;secondary myelofibrosis;hematopoietic cell
progenetix	NCIT:C27369	Adult Pleomorphic Rhabdomyosarcoma	pgx:icdom-89013	Pleomorphic rhabdomyosarcoma, adult type	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Pleomorphic rhabdomyosarcoma [PAX3-FKHR ND]
progenetix	NCIT:C27379	Mucin-Producing Adenocarcinoma	pgx:icdom-84813	Mucin-producing adenocarcinoma	pgx:icdot-C16.9	Stomach, NOS	gastric carcinoma [Mucin-producing adenocarcinoma, Moderate differentiation]
progenetix	NCIT:C27379	Mucin-Producing Adenocarcinoma	pgx:icdom-84813	Mucin-producing adenocarcinoma	pgx:icdot-C50.9	Breast, NOS	Mucin-producing adenocarcinoma
progenetix	NCIT:C27390	Ovarian Small Cell Carcinoma	pgx:icdom-80413	Small cell carcinoma, NOS	pgx:icdot-C56.9	Ovary	Small Cell Carcinoma of the Ovary
progenetix	NCIT:C27397	Follicular Ameloblastoma	pgx:icdom-93103	Ameloblastoma, malignant	pgx:icdot-C06.9	Mouth, NOS	Ameloblastoma [Follicular]
progenetix	NCIT:C27398	Granular Cell Ameloblastoma	pgx:icdom-93103	Ameloblastoma, malignant	pgx:icdot-C06.9	Mouth, NOS	Ameloblastoma [Follicular/granularcell]
progenetix	NCIT:C27467	Stage 0 Lung Cancer	pgx:icdom-80102	Carcinoma in situ, NOS	pgx:icdot-C34.9	Lung, NOS	Carcinoma in situ [left main bronchus]
progenetix	NCIT:C27472	Proximal-Type Epithelioid Sarcoma	pgx:icdom-88043	Epithelioid sarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Proximal-Type Epithelioid Sarcoma
progenetix	NCIT:C27502	Extraskeletal Myxoid Chondrosarcoma	pgx:icdom-92313	Myxoid chondrosarcoma	pgx:icdot-C49.9	Connective, subcutaneous and other soft tissues, NOS	Extraskeletal Myxoid Chondrosarcoma
progenetix	NCIT:C27676	Human papillomavirus-related cervical squamous cell carcinoma	pgx:icdom-80703	Squamous cell carcinoma, NOS	pgx:icdot-C53.9	Cervix uteri	C53;Carcinoma
progenetix	NCIT:C27688	Hepatitis C Virus-Related Hepatocellular Carcinoma	pgx:icdom-81703	Hepatocellular carcinoma, NOS	pgx:icdot-C22.0	Liver	Hepatitis C infection [cell line JHH-1]
